Price,Close,High,Low,Open,Volume
Ticker,WEGE3.SA,WEGE3.SA,WEGE3.SA,WEGE3.SA,WEGE3.SA
Date,,,,,
2023-01-02,36.540042877197266,36.92366685336323,36.19478568885915,36.92366685336323,3017700
2023-01-03,35.628936767578125,36.79898276084444,35.37958012449057,36.54962977626569,5662900
2023-01-04,35.86870193481445,36.14682544142546,35.15899876494101,35.80156829613156,6169800
2023-01-05,35.9454231262207,36.34822860114798,35.734429607996475,36.05091988533282,6660600
2023-01-06,36.472900390625,36.70307545224156,35.772789913532854,35.955012904377604,4071700
2023-01-09,36.36740493774414,36.7318472739318,35.69606860596243,36.44413118052412,5730600
2023-01-10,36.0125617980957,36.357822636738874,35.56180784409761,35.98379128104521,6556000
2023-01-11,37.019561767578125,37.115469566908544,35.67688550352843,35.955012633823955,5982900
2023-01-12,36.933250427246094,37.39360059500069,36.63594536460277,36.962024599298786,5376000
2023-01-13,37.37441635131836,37.74844763458496,36.36740454743617,36.62635012627657,4957200
2023-01-16,36.146827697753906,37.49909682471925,35.74402584051319,37.49909682471925,7545600
2023-01-17,36.74143981933594,36.990792790917936,36.19477814526394,36.39617904444655,4932900
2023-01-18,36.43454360961914,37.20178777394003,36.252320605368155,37.00997581823262,5833500
2023-01-19,36.35781478881836,36.64553087274704,36.02214663398632,36.17559545598218,5522400
2023-01-20,35.80156707763672,36.35781773043583,35.686477707946864,36.33863616882086,6967000
2023-01-23,35.83993148803711,36.5496347316905,35.638530551051026,35.79197940663699,4331400
2023-01-24,35.68648147583008,36.194783766022994,35.264498051272746,36.194783766022994,7500200
2023-01-25,37.1346549987793,37.71967983091536,35.5905740243897,35.62893714812197,12935100
2023-01-26,36.645530700683594,37.364822736382216,35.446710641185895,37.18260340440162,11767800
2023-01-27,36.35781478881836,36.99079163686485,35.648111700519685,36.54962673094031,14610700
2023-01-30,35.82073974609375,36.472898111664854,35.57138679855575,36.44412760270116,8055300
2023-01-31,36.67430877685547,37.15383685173925,35.69607106507149,35.75361209261187,9636200
2023-02-01,36.81816482543945,37.16342562304073,36.17559896429952,36.626352864715535,6318500
2023-02-02,36.482505798339844,37.38401748403867,36.16601543490241,36.5688210194128,7112600
2023-02-03,36.35781478881836,37.019562147705166,36.16600284669641,36.29068115785195,8093400
2023-02-06,36.031742095947266,36.472907081593355,35.69607388045767,36.29068771582888,6881500
2023-02-07,36.12764358520508,36.338637109925365,35.70566019427339,35.96460579501859,8673800
2023-02-08,36.1180534362793,36.7510303309514,35.80156681819763,36.10846448479569,4938900
2023-02-09,36.42495346069336,36.93325206792858,36.06051108607673,36.19478202510002,6409800
2023-02-10,37.019561767578125,37.173010587998334,35.964601584502766,36.33863285562024,7127800
2023-02-13,37.000389099121094,37.57582134245213,36.78939556926219,36.9428444113844,5129800
2023-02-14,36.78939437866211,37.738857915282125,36.60717136931427,37.04833997733362,6066600
2023-02-15,37.288108825683594,37.72927383212176,36.92366641846933,37.288108825683594,10995900
2023-02-16,37.192195892333984,37.364826290000515,36.25232131532112,37.134654865451026,7342600
2023-02-17,37.9977912902832,38.12246957364835,36.846923552584734,36.97160183594989,8000500
2023-02-22,37.03932571411133,38.26432096018347,37.00074220160596,38.10034655132506,8043500
2023-02-23,37.84955978393555,38.13892875877148,36.894638119498204,37.12613550708264,9948300
2023-02-24,37.4830207824707,37.888136578865804,36.99109025310425,37.666286926621936,5112700
2023-02-27,37.425148010253906,37.96530612091034,37.106843246127255,37.54089486270668,4714600
2023-02-28,37.77239227294922,37.94601439151006,37.39621224257608,37.415503997919075,7461500
2023-03-01,37.98459243774414,38.46687521335964,37.31903985249838,37.77238683902514,7934900
2023-03-02,37.77239227294922,38.351130215134646,37.608417871822915,37.974950184761504,4163300
2023-03-03,37.4637336730957,38.3125525587391,37.347986813993614,37.96530830190652,5339900
2023-03-06,38.0328254699707,38.18715583326639,37.328692957463765,37.6084178907891,5594500
2023-03-07,38.18715286254883,38.36077496769054,37.75309759969455,37.907427950984314,4956200
2023-03-08,38.73695373535156,38.89128408172644,38.02317358366419,38.19679568327664,7378100
2023-03-09,38.44758224487305,38.87198974936344,38.44758224487305,38.582620829050654,5384100
2023-03-10,38.13892364501953,38.57297888883741,37.92671804148065,38.40900082805037,4632900
2023-03-13,38.38006591796875,38.862348715592304,37.67593347498145,37.82061610655307,7427900
2023-03-14,38.833404541015625,38.920215581251796,38.29325022801306,38.29325022801306,4704200
2023-03-15,38.650142669677734,39.03597037521938,38.24502689043213,38.63085091644808,6236000
2023-03-16,38.871986389160156,38.95879742570235,38.418643135684384,38.68872028069337,6583700
2023-03-17,38.45722579956055,38.80446997139818,38.31254318097847,38.68872314062744,9680200
2023-03-20,38.34445571899414,38.9626025145848,38.228554115932276,38.73079562401554,5827400
2023-03-21,38.59557342529297,38.90464679868197,38.44103673859847,38.479671831383406,5241100
2023-03-22,38.17060089111328,38.87567479937849,38.03538174219194,38.6052365015358,4920900
2023-03-23,38.5279655456543,38.981918694682534,38.18025706422377,38.247866637341325,6499000
2023-03-24,39.12679672241211,39.223384463426456,38.4507009575396,38.63421213879849,6714600
2023-03-27,39.7835807800293,39.89948607552926,39.16543394181265,39.387580231518896,7311600
2023-03-28,39.957427978515625,40.440355571096724,39.725624797365974,39.764256204594155,6873300
2023-03-29,40.305137634277344,40.71079874003053,39.860845120146195,40.06367383080016,7454100
2023-03-30,40.430694580078125,40.594888176532606,39.65801124643546,40.36308501866219,5155400
2023-03-31,39.165428161621094,40.92328435503535,39.068844114071176,40.48864877217023,10945300
2023-04-03,38.23820495605469,39.397231855368844,37.95810608253515,39.397231855368844,8938800
2023-04-04,38.2768440246582,38.57625678969758,37.9098180034262,38.498990286748665,6442000
2023-04-05,37.42689514160156,38.5666047593789,37.14679620337162,38.354115401487796,7128200
2023-04-06,37.29167556762695,37.84221282111076,37.22406598803742,37.41723779448427,3998900
2023-04-10,37.07918167114258,37.43654707441433,36.866692341629225,37.195083267038356,4469500
2023-04-11,37.75528335571289,37.98709024599147,37.320647739219005,37.33030835538861,7179900
2023-04-12,38.383087158203125,39.0495259178764,37.84220692136636,37.91947342123151,9407100
2023-04-13,38.025718688964844,38.69216114371339,37.79391550122684,38.43137979417421,6615400
2023-04-14,37.43654251098633,37.68766690333523,37.001910658246445,37.60073979589828,6485300
2023-04-17,38.131961822509766,38.151279368120704,37.494497555129094,37.51381510074004,3679400
2023-04-18,37.92913818359375,38.36377380674865,37.52347704050065,38.1609413929793,5687600
2023-04-19,37.774600982666016,38.160940888011524,37.59108611951478,37.74562650298762,4241900
2023-04-20,38.875667572021484,39.0108866958043,37.571764667607376,37.98708265319449,9536000
2023-04-24,38.97226333618164,39.368263896909966,38.58592339259926,38.97226333618164,8144200
2023-04-25,39.15576934814453,39.76425545045615,38.93362310190369,39.310306027461856,9244600
2023-04-26,38.74045181274414,39.976745262635646,38.32513379108776,39.66767190016277,9771600
2023-04-27,38.97226333618164,39.06885108541166,38.31548137920112,38.80806968915946,5337900
2023-04-28,39.71596908569336,39.71596908569336,38.74045684939534,38.74045684939534,7415000
2023-05-02,39.42620849609375,40.15059988740039,38.98191599369251,39.29098935922773,5799900
2023-05-03,38.53761672973633,39.590398847765606,38.50863857374568,39.27166492297996,5451100
2023-05-04,37.95811462402344,38.827385915227225,37.83255239652827,38.634214107799075,5340400
2023-05-05,37.88084411621094,38.180256885920315,37.475182994954636,37.822891474761356,7852800
2023-05-08,37.86152648925781,38.199574352554386,37.49450046307484,38.0836727543449,4669200
2023-05-09,38.498985290527344,38.55693423910735,37.85186045064009,37.90015615371656,3642300
2023-05-10,38.00639724731445,38.65352208935366,37.99674031733396,38.44103278533409,4335000
2023-05-11,37.97743225097656,38.15128650957332,37.54279660448467,37.8422130908337,6709000
2023-05-12,37.58142852783203,38.27684550346602,37.4751838582829,37.764939703315235,5474100
2023-05-15,38.286502838134766,38.412065056600746,37.6393815668976,37.668356046372246,5580100
2023-05-16,38.34445571899414,38.70182114436145,38.0643568008529,38.14162699252449,4265800
2023-05-17,38.112640380859375,38.692155636611744,38.025713276718754,38.52795835792626,3886400
2023-05-18,37.95811462402344,38.228556628201154,37.74562895185367,38.102994400705995,5386900
2023-05-19,38.7597770690918,39.097824975156634,37.75528659900509,38.12231267162251,11502300
2023-05-22,38.98191452026367,39.48415964138595,38.4893263295046,38.53762203465569,6401900
2023-05-23,38.84669876098633,39.47450245355823,38.65352697694677,38.92396526393495,5552000
2023-05-24,38.46035385131836,38.952942067658846,38.392744281929694,38.73079212887301,3074900
2023-05-25,37.70698928833008,38.904647717382865,37.523474435490705,38.88533017053423,7746200
2023-05-26,38.16094207763672,38.276847368854575,37.71664951463856,38.03538353881918,6524500
2023-05-29,37.55245590209961,38.189920266411605,37.407576130210025,38.160942101366295,3442100
2023-05-30,37.03089141845703,37.91947650358499,36.92464674861663,37.84220999743909,6349200
2023-05-31,36.3258171081543,37.030891009509524,36.3258171081543,36.90532879340792,12497500
2023-06-01,35.9201545715332,36.702498631929906,35.9201545715332,36.53830501184712,10739000
2023-06-02,36.38376998901367,36.605919966240684,35.66903907909959,36.00708698453924,9999400
2023-06-05,36.345130920410156,36.818397888359165,36.161616080864775,36.49000698461197,4888100
2023-06-06,36.895668029785156,37.02123023284538,36.53830265047763,36.5865946718254,6913000
2023-06-07,36.84737777709961,37.13713360353943,36.63488845163596,37.07918096447337,7235000
2023-06-09,36.50932693481445,37.4751821642246,36.441717363511366,36.95361945607625,8603000
2023-06-12,36.46103286743164,36.721814206895026,36.325813732401386,36.67352218501924,7812500
2023-06-13,36.07469177246094,36.63488958069534,35.958790175202054,36.605915102491956,10187500
2023-06-14,36.576934814453125,36.576934814453125,36.13264231373963,36.2871789959202,11544100
2023-06-15,36.5479621887207,36.69284194754644,36.27752390232101,36.61557176032063,6148900
2023-06-16,36.557613372802734,36.99224889650704,36.412737321197795,36.42239425086023,10825900
2023-06-19,36.38376998901367,36.88601522312818,36.28718592587258,36.57694179974169,3436700
2023-06-20,35.6883544921875,36.37411087899665,35.620744915146915,36.37411087899665,6858200
2023-06-21,35.20542526245117,35.86220713957669,35.079863045941615,35.76561940209032,11890100
2023-06-22,35.157127380371094,35.31166405016514,34.86736790061803,35.021904570412076,4656400
2023-06-23,35.35029983520508,35.35029983520508,34.9060073150421,35.24405885516677,5203600
2023-06-26,35.21322250366211,35.474416225337635,34.65213094670325,35.45507154918088,6546100
2023-06-27,35.309959411621094,35.45507030999001,34.797240633944895,35.28093870807669,6131000
2023-06-28,35.38734436035156,35.58082059119356,35.09712263344346,35.445385753475136,6256700
2023-06-29,35.63887023925781,35.79365345794954,35.24223801071508,35.53245608447168,9004800
2023-06-30,36.51919937133789,36.799745099868055,35.56147569785741,35.87104581610226,8007900
2023-07-03,36.461158752441406,36.71268381241727,36.12257158361625,36.63529035078673,4338100
2023-07-04,35.977455139160156,36.557894940893654,35.977455139160156,36.47082915514977,2692200
2023-07-05,36.27735137939453,36.49017968839035,35.87104681530036,35.93876424264939,4665600
2023-07-06,35.68723678588867,36.35474236780028,35.464736155359056,36.27734891875201,5783000
2023-07-07,35.79365539550781,36.46115737031309,35.551806372565196,35.61952380376327,4221200
2023-07-10,35.1068000793457,35.803322657262754,35.029406631620084,35.754953597595595,4546100
2023-07-11,34.777889251708984,35.164845463258025,34.361908648809504,35.106804061203384,6933800
2023-07-12,34.88429641723633,35.039079608896735,34.661795809869645,34.83592367145551,4844700
2023-07-13,34.88429641723633,35.377666687428125,34.806902976244935,34.83592367145551,3046100
2023-07-14,34.826263427734375,35.174526652463506,34.69082854930053,34.94234993920286,4424000
2023-07-17,34.149078369140625,34.79723561393934,33.90722936696495,34.77788725092654,12067700
2023-07-18,34.76821517944336,35.261589266588125,34.17810664687602,34.197451321766536,10489700
2023-07-19,36.67398452758789,36.84811611380651,34.565060819227305,35.79365425962622,42083100
2023-07-20,36.915828704833984,37.12865699128068,36.122564333943274,36.80941456161064,22364800
2023-07-21,37.622032165527344,37.87355720759181,36.683656806858465,36.944854185776286,14512500
2023-07-24,40.33623504638672,40.47217746725217,37.96694015420651,37.98636102920917,28879300
2023-07-25,39.326377868652344,40.86059389436146,39.30695699063851,40.47218374239229,9924300
2023-07-26,39.30694580078125,39.67593496969317,38.85056455776264,39.25839547164479,7944300
2023-07-27,39.18071746826172,39.85072469828648,38.9088326237028,39.306951305015446,8479800
2023-07-28,39.15159225463867,40.22942686842373,39.02535840419129,39.714786584208866,5882900
2023-07-31,38.76317596435547,39.1224565813624,38.6563667123255,39.1224565813624,7141800
2023-08-01,38.70491409301758,38.976798903175386,38.45244645145443,38.76317300710698,5088200
2023-08-02,38.869991302490234,38.90883305332845,38.258250395477916,38.54955611845806,4455200
2023-08-03,39.258399963378906,39.549705675679974,38.80201866814361,38.88941075224924,5008000
2023-08-04,39.66622543334961,40.24884053586601,39.15158524132345,39.25839819532577,6023600
2023-08-07,39.74391174316406,39.889566455146,39.23898010022071,39.326372186579235,4166400
2023-08-08,39.48173141479492,39.743907646848584,39.21955518274126,39.46231054158878,6978200
2023-08-09,39.59825897216797,39.87985612025439,39.20014027127638,39.31666552823493,4456500
2023-08-10,39.07390213012695,39.96724002559979,38.71462155098222,39.598250862440196,6334900
2023-08-11,38.64665603637695,39.16129996454583,38.35535031908793,39.10303733942676,6228100
2023-08-14,38.170860290527344,38.79231351960028,37.88926313855572,38.72434230418002,6590800
2023-08-15,38.20969009399414,38.62722958670581,38.02519736397258,38.083459980683266,3892600
2023-08-16,36.52012252807617,38.18056855504729,36.3550469319079,38.18056855504729,12275400
2023-08-17,35.84040832519531,36.88911346680946,35.46171048099695,36.88911346680946,8420400
2023-08-18,35.2092399597168,35.6753335658411,34.85967531135348,35.6753335658411,10409500
2023-08-21,34.99562454223633,35.364610137959964,34.81112804022052,35.19953821947634,4868400
2023-08-22,35.41316223144531,35.49084204051126,34.82083840768307,34.99562260827369,7395500
2023-08-23,35.39373779296875,35.617072314780124,34.90822699664312,35.45199671786964,6666600
2023-08-24,34.937355041503906,35.39373635686133,34.60720756523214,35.39373635686133,7784400
2023-08-25,35.30634689331055,35.63649439412299,34.81112379001511,34.93735763848404,6243500
2023-08-28,35.558807373046875,35.617069998311884,35.10242977300706,35.46170670175837,4461100
2023-08-29,35.43257522583008,35.88895279991155,35.28692052302884,35.69474776422756,3816100
2023-08-30,35.248077392578125,35.64619603324665,35.06358465319855,35.58793711773353,4406700
2023-08-31,34.84025192260742,35.39373387278308,34.75285984078216,35.16068708653138,7545200
2023-09-01,34.90822982788086,35.16069383261882,34.53924055558349,34.72373333965532,10375300
2023-09-04,35.083003997802734,35.083003997802734,34.54894297200298,35.053870837162734,3994000
2023-09-05,34.869380950927734,35.286920480693844,34.704309078493814,34.95677303167304,4331200
2023-09-06,34.51981735229492,35.257795847177135,34.51981735229492,34.898515185968456,4726300
2023-09-08,34.374168395996094,34.5975029342744,34.09257122436765,34.519819423140895,4376200
2023-09-11,34.25763702392578,34.646047102063804,33.801259441889584,34.5392341453682,6954500
2023-09-12,34.61691665649414,34.61691665649414,34.06343471861446,34.257636047998055,8096700
2023-09-13,35.85982131958008,36.62692913000554,34.82082869701505,34.91792935730697,14268900
2023-09-14,35.03445816040039,36.14142209866559,35.03445816040039,35.97634651438487,6123300
2023-09-15,35.053871154785156,35.44228119751489,34.90822016687603,35.053871154785156,9770200
2023-09-18,34.75285339355469,35.228651758660334,34.57806926232951,35.180101434242744,4523900
2023-09-19,34.937355041503906,35.267502517775675,34.61691985509049,34.772283155444654,4680200
2023-09-20,34.75285339355469,35.306335241050334,34.75285339355469,34.995608719794966,3614500
2023-09-21,33.966331481933594,34.58778464664236,33.83038906517268,34.49068397871401,8498600
2023-09-22,33.5876350402832,34.14111701884273,33.5876350402832,34.06343722221056,4730200
2023-09-25,35.14378356933594,35.40641399753269,34.04462741663915,34.23916888684822,12727400
2023-09-26,35.095157623291016,35.231335572224694,34.15163367629221,34.22944805686682,9274100
2023-09-27,35.03679275512695,35.71768618510619,34.783887678857475,35.19242522107329,10447500
2023-09-28,35.396690368652344,35.57177734791683,34.83252409924383,35.11460537866284,5738900
2023-09-29,35.279964447021484,35.70795274895459,35.16324103932522,35.620409265539834,5247900
2023-10-02,35.163246154785156,35.54260006791312,35.00761368502572,35.27996957946204,5406700
2023-10-03,34.20999526977539,35.143793858044084,34.08354643110473,35.03679583257583,7549900
2023-10-04,34.20026397705078,34.57961784891511,34.09326596999769,34.336441909456404,5224100
2023-10-05,34.02518081665039,34.54071267869075,33.927911914195114,34.33644575719221,4103700
2023-10-06,33.85009002685547,34.19053856840284,33.324829107144915,33.85009002685547,6279600
2023-10-09,33.89872360229492,34.0738105710365,33.59718781990574,33.733365748800246,3984400
2023-10-10,34.33644104003906,34.443439044382906,33.93763265784763,34.03490525751034,4115100
2023-10-11,34.20999526977539,34.58935291750039,33.95709388186306,34.171089932799575,5169500
2023-10-13,33.59718704223633,34.190536899174134,33.59718704223633,34.054355262861534,5443600
2023-10-16,33.704185485839844,34.12244838357127,33.69445637069061,33.947361416587405,3835500
2023-10-17,33.34428787231445,33.918183310854594,33.34428787231445,33.68473645720112,5700600
2023-10-18,33.35401153564453,33.96681220921967,33.178924568745856,33.30537709163273,8699900
2023-10-19,33.01356506347656,33.45128250799716,32.44939879876037,33.373468134843755,8305700
2023-10-20,32.887115478515625,33.392921879247226,32.78984287612279,32.94547532938095,4624100
2023-10-23,32.97465896606445,33.227560311150285,32.48830708580138,32.60503049810481,6072400
2023-10-24,34.054359436035156,34.14190292910756,33.28592623081143,33.5971911593865,9893700
2023-10-25,30.61098861694336,32.78011955048122,30.61098861694336,32.60503256563836,43128700
2023-10-26,31.76850128173828,32.38130562446399,30.65961970670983,30.961157320829237,19917500
2023-10-27,30.766616821289062,32.254854131162915,30.620711639211635,31.904680209949056,13106900
2023-10-30,31.418331146240234,31.58369271725451,30.86389029211491,31.107066235523224,14193400
2023-10-31,32.10894775390625,32.31321835252719,31.476692570334322,31.573961456862257,13609300
2023-11-01,32.17704391479492,32.38131082498596,31.904684323969633,32.050591380146415,11413500
2023-11-03,32.6147575378418,33.09138403704101,32.39103610697541,32.53694316259593,8785500
2023-11-06,32.303489685058594,33.023292071275904,32.16731175780483,32.82875058495472,8521100
2023-11-07,31.885225296020508,32.37157713377833,31.739321971035192,32.30348817333784,15716300
2023-11-08,31.564239501953125,31.97277332270151,31.379423402554075,31.807415455418756,6569200
2023-11-09,31.52532958984375,31.80741457862495,31.32106268510032,31.622598484320488,5700600
2023-11-10,32.264583587646484,32.49803413463256,31.564239367829384,31.671237380590895,7267300
2023-11-13,31.82686996459961,32.17704393114537,31.56423948969029,32.17704393114537,7939500
2023-11-14,32.546661376953125,32.68283928647322,31.80740827788557,32.050584176477095,8465100
2023-11-16,32.566123962402344,32.702301905660676,32.274313553910105,32.546669440426776,10829700
2023-11-17,32.35213088989258,32.75093935043675,31.953322429348404,32.59530687097003,8961500
2023-11-20,32.566123962402344,32.624487528329055,32.13813561065177,32.352127931241725,6991600
2023-11-21,32.74120330810547,32.74120330810547,32.30348594224113,32.53693644089204,4985800
2023-11-22,33.16919708251953,33.40264762003912,32.76066328007327,32.78011780074743,5651700
2023-11-23,33.13029479980469,33.188654656626014,32.91629876327114,33.16920013416199,3008100
2023-11-24,32.79957580566406,33.25674410307473,32.79957580566406,33.071931702893465,2542400
2023-11-27,33.208106994628906,33.35401404822583,32.32294668888151,32.79957318147034,4968000
2023-11-28,33.431819915771484,33.62636136754342,32.9065628197277,33.19837314210081,5627600
2023-11-29,33.198387145996094,33.626375551974725,33.16920350404971,33.461017660086775,3021400
2023-11-30,33.256744384765625,33.392926045104616,32.81903060638822,33.237289861860056,8086700
2023-12-01,33.83063888549805,33.937636903226654,33.23728894032722,33.2567434626934,5005000
2023-12-04,33.81117630004883,34.31698262923562,33.36373352404239,33.412367963074416,5514000
